Ox,HOx,H2Ox+2,HRed1,H2Red1+,H3Red1+2,H2Red2,H3Red2+,H4Red2+2
CC1(C)OB(C2=CC(=N)C=CC2=C2C=CC(=N)C=C2B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(C2=CC(=N)C=CC2=C2C=CC(=[NH2+])C=C2B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(C2=CC(=[NH2+])C=CC2=C2C=CC(=[NH2+])C=C2B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(C2=CC(=N)C=C[C]2C2=C(B3OC(C)(C)C(C)(C)O3)C=C(N)C=C2)OC1(C)C,CC1(C)OB(C2=CC(=[NH2])C=C[C]2C2=C(B3OC(C)(C)C(C)(C)O3)C=C(N)C=C2)OC1(C)C,CC1(C)OB(C2=CC(=[NH2])C=C[C]2C2=C(B3OC(C)(C)C(C)(C)O3)C=C([NH3])C=C2)OC1(C)C,CC1(C)OB(c2cc(N)ccc2-c2ccc(N)cc2B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(c2cc(N)ccc2-c2ccc([NH3])cc2B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(c2cc([NH3])ccc2-c2ccc([NH3])cc2B2OC(C)(C)C(C)(C)O2)OC1(C)C
N=C1C(N)=CC(=C2C=C(N)C(=N)C(N)=C2)C=C1N,N=C1C(N)=CC(=C2C=C(N)C(=[NH2+])C(N)=C2)C=C1N,NC1=CC(=C2C=C(N)C(=[NH2+])C(N)=C2)C=C(N)C1=[NH2+],N=C1C(N)=C[C](C2=CC(N)=C(N)C(N)=C2)C=C1N,NC1=C[C](C2=CC(N)=C(N)C(N)=C2)C=C(N)C1=[NH2],NC1=C[C](C2=CC(N)=C([NH3])C(N)=C2)C=C(N)C1=[NH2],Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N,Nc1cc(-c2cc(N)c([NH3])c(N)c2)cc(N)c1N,Nc1cc(-c2cc(N)c([NH3])c(N)c2)cc(N)c1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2S)C(S)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2S)C(S)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2S)C(S)=C1,N=C1C=C[C](C2=CC=C(N)C=C2S)C(S)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2S)C(S)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2S)C(S)=C1,Nc1ccc(-c2ccc(N)cc2S)c(S)c1,Nc1ccc(-c2ccc([NH3])cc2S)c(S)c1,[NH3]c1ccc(-c2ccc([NH3])cc2S)c(S)c1
CC1=C(F)C(=C2C=CC(=N)C(C)=C2F)C=CC1=N,CC1=C(F)C(=C2C=CC(=[NH2+])C(C)=C2F)C=CC1=N,CC1=C(F)C(=C2C=CC(=[NH2+])C(C)=C2F)C=CC1=[NH2+],CC1=C(N)C=CC([C]2C=CC(=N)C(C)=C2F)=C1F,CC1=C(N)C=CC([C]2C=CC(=[NH2])C(C)=C2F)=C1F,CC1=C([NH3])C=CC([C]2C=CC(=[NH2])C(C)=C2F)=C1F,Cc1c(N)ccc(-c2ccc(N)c(C)c2F)c1F,Cc1c(N)ccc(-c2ccc([NH3])c(C)c2F)c1F,Cc1c([NH3])ccc(-c2ccc([NH3])c(C)c2F)c1F
N#CC=CC1=CC(=C2C=CC(=N)C(C=CC#N)=C2)C=CC1=N,N#CC=CC1=CC(=C2C=CC(=[NH2+])C(C=CC#N)=C2)C=CC1=N,N#CC=CC1=CC(=C2C=CC(=[NH2+])C(C=CC#N)=C2)C=CC1=[NH2+],N#CC=CC1=C[C](C2=CC=C(N)C(C=CC#N)=C2)C=CC1=N,N#CC=CC1=C[C](C2=CC=C(N)C(C=CC#N)=C2)C=CC1=[NH2],N#CC=CC1=C[C](C2=CC=C([NH3])C(C=CC#N)=C2)C=CC1=[NH2],N#CC=Cc1cc(-c2ccc(N)c(C=CC#N)c2)ccc1N,N#CC=Cc1cc(-c2ccc([NH3])c(C=CC#N)c2)ccc1N,N#CC=Cc1cc(-c2ccc([NH3])c(C=CC#N)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2NN)C(NN)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2NN)C(NN)=C1,NNC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1NN,N=C1C=C[C](C2=C(NN)C=C(N)C=C2)C(NN)=C1,NNC1=CC(=[NH2])C=C[C]1C1=C(NN)C=C(N)C=C1,NNC1=CC(=[NH2])C=C[C]1C1=C(NN)C=C([NH3])C=C1,NNc1cc(N)ccc1-c1ccc(N)cc1NN,NNc1cc(N)ccc1-c1ccc([NH3])cc1NN,NNc1cc([NH3])ccc1-c1ccc([NH3])cc1NN
C=CC1=CC(=N)C(F)=CC1=C1C=C(F)C(=N)C=C1C=C,C=CC1=CC(=N)C(F)=CC1=C1C=C(F)C(=[NH2+])C=C1C=C,C=CC1=CC(=[NH2+])C(F)=CC1=C1C=C(F)C(=[NH2+])C=C1C=C,C=CC1=CC(=N)C(F)=C[C]1C1=C(C=C)C=C(N)C(F)=C1,C=CC1=CC(=[NH2])C(F)=C[C]1C1=C(C=C)C=C(N)C(F)=C1,C=CC1=CC(=[NH2])C(F)=C[C]1C1=C(C=C)C=C([NH3])C(F)=C1,C=Cc1cc(N)c(F)cc1-c1cc(F)c(N)cc1C=C,C=Cc1cc(N)c(F)cc1-c1cc(F)c([NH3])cc1C=C,C=Cc1cc([NH3])c(F)cc1-c1cc(F)c([NH3])cc1C=C
CCCCCCC1=CC(=N)C=CC1=C1C=CC(=N)C=C1CCCCCC,CCCCCCC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1CCCCCC,CCCCCCC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1CCCCCC,CCCCCCC1=CC(=N)C=C[C]1C1=C(CCCCCC)C=C(N)C=C1,CCCCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCCCC)C=C(N)C=C1,CCCCCCC1=CC(=[NH2])C=C[C]1C1=C(CCCCCC)C=C([NH3])C=C1,CCCCCCc1cc(N)ccc1-c1ccc(N)cc1CCCCCC,CCCCCCc1cc(N)ccc1-c1ccc([NH3])cc1CCCCCC,CCCCCCc1cc([NH3])ccc1-c1ccc([NH3])cc1CCCCCC
CN(C)S(=O)(=O)NC1=CC(=N)C=CC1=C1C=CC(=N)C=C1NS(=O)(=O)N(C)C,CN(C)S(=O)(=O)NC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1NS(=O)(=O)N(C)C,CN(C)S(=O)(=O)NC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1NS(=O)(=O)N(C)C,CN(C)S(=O)(=O)NC1=CC(=N)C=C[C]1C1=C(NS(=O)(=O)N(C)C)C=C(N)C=C1,CN(C)S(=O)(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(=O)(=O)N(C)C)C=C(N)C=C1,CN(C)S(=O)(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(=O)(=O)N(C)C)C=C([NH3])C=C1,CN(C)S(=O)(=O)Nc1cc(N)ccc1-c1ccc(N)cc1NS(=O)(=O)N(C)C,CN(C)S(=O)(=O)Nc1cc(N)ccc1-c1ccc([NH3])cc1NS(=O)(=O)N(C)C,CN(C)S(=O)(=O)Nc1cc([NH3])ccc1-c1ccc([NH3])cc1NS(=O)(=O)N(C)C
N=C1C=C(Br)C(=C2C=C(N)C(=N)C(Br)=C2Br)C(Br)=C1N,N=C1C(N)=CC(=C2C(Br)=CC(=[NH2+])C(N)=C2Br)C(Br)=C1Br,NC1=CC(=C2C(Br)=CC(=[NH2+])C(N)=C2Br)C(Br)=C(Br)C1=[NH2+],N=C1C(N)=C[C](C2=C(Br)C=C(N)C(N)=C2Br)C(Br)=C1Br,NC1=C[C](C2=C(Br)C=C(N)C(N)=C2Br)C(Br)=C(Br)C1=[NH2],NC1=C[C](C2=C(Br)C=C([NH3])C(N)=C2Br)C(Br)=C(Br)C1=[NH2],Nc1cc(-c2c(Br)cc(N)c(N)c2Br)c(Br)c(Br)c1N,Nc1cc(-c2c(Br)cc([NH3])c(N)c2Br)c(Br)c(Br)c1N,Nc1cc(-c2c(Br)cc([NH3])c(N)c2Br)c(Br)c(Br)c1[NH3]
N=C1C=C(Br)C(=C2C(Br)=CC(=N)C(N)=C2Br)C(Br)=C1N,N=C1C=C(Br)C(=C2C(Br)=CC(=[NH2+])C(N)=C2Br)C(Br)=C1N,NC1=C(Br)C(=C2C(Br)=CC(=[NH2+])C(N)=C2Br)C(Br)=CC1=[NH2+],N=C1C=C(Br)[C](C2=C(Br)C=C(N)C(N)=C2Br)C(Br)=C1N,NC1=CC(Br)=C([C]2C(Br)=CC(=[NH2])C(N)=C2Br)C(Br)=C1N,NC1=C(Br)[C](C2=C(Br)C=C([NH3])C(N)=C2Br)C(Br)=CC1=[NH2],Nc1cc(Br)c(-c2c(Br)cc(N)c(N)c2Br)c(Br)c1N,Nc1cc(Br)c(-c2c(Br)cc([NH3])c(N)c2Br)c(Br)c1N,Nc1c([NH3])cc(Br)c(-c2c(Br)cc([NH3])c(N)c2Br)c1Br
N=C1C(N)=CC(=C2C=C(N)C(=N)C(Br)=C2Br)C(Br)=C1Br,N=C1C(N)=CC(=C2C=C(N)C(=[NH2+])C(Br)=C2Br)C(Br)=C1Br,NC1=CC(=C2C=C(N)C(=[NH2+])C(Br)=C2Br)C(Br)=C(Br)C1=[NH2+],N=C1C(N)=C[C](C2=CC(N)=C(N)C(Br)=C2Br)C(Br)=C1Br,NC1=C[C](C2=CC(N)=C(N)C(Br)=C2Br)C(Br)=C(Br)C1=[NH2],NC1=C[C](C2=CC(N)=C([NH3])C(Br)=C2Br)C(Br)=C(Br)C1=[NH2],Nc1cc(-c2cc(N)c(N)c(Br)c2Br)c(Br)c(Br)c1N,Nc1cc(-c2cc(N)c([NH3])c(Br)c2Br)c(Br)c(Br)c1N,Nc1cc(-c2cc(N)c([NH3])c(Br)c2Br)c(Br)c(Br)c1[NH3]
N=C1C(N)=CC(=C2C=C(N)C(=N)C(N)=C2P)C(P)=C1N,N=C1C(N)=CC(=C2C=C(N)C(=[NH2+])C(N)=C2P)C(P)=C1N,NC1=CC(=C2C=C(N)C(=[NH2+])C(N)=C2P)C(P)=C(N)C1=[NH2+],N=C1C(N)=C[C](C2=CC(N)=C(N)C(N)=C2P)C(P)=C1N,NC1=C[C](C2=CC(N)=C(N)C(N)=C2P)C(P)=C(N)C1=[NH2],NC1=C[C](C2=CC(N)=C([NH3])C(N)=C2P)C(P)=C(N)C1=[NH2],Nc1cc(-c2cc(N)c(N)c(N)c2P)c(P)c(N)c1N,Nc1cc(-c2cc(N)c([NH3])c(N)c2P)c(P)c(N)c1N,Nc1cc(-c2cc(N)c([NH3])c(N)c2P)c(P)c(N)c1[NH3]
C=C(C1=CC(=C2C=CC(=N)C(C(=C)c3ccccc3)=C2)C=CC1=N)c1ccccc1,C=C(C1=CC(=C2C=CC(=[NH2+])C(C(=C)c3ccccc3)=C2)C=CC1=N)c1ccccc1,C=C(C1=CC(=C2C=CC(=[NH2+])C(C(=C)c3ccccc3)=C2)C=CC1=[NH2+])c1ccccc1,C=C(C1=C[C](C2=CC=C(N)C(C(=C)c3ccccc3)=C2)C=CC1=N)c1ccccc1,C=C(C1=C[C](C2=CC=C(N)C(C(=C)c3ccccc3)=C2)C=CC1=[NH2])c1ccccc1,C=C(C1=C[C](C2=CC=C([NH3])C(C(=C)c3ccccc3)=C2)C=CC1=[NH2])c1ccccc1,C=C(c1ccccc1)c1cc(-c2ccc(N)c(C(=C)c3ccccc3)c2)ccc1N,C=C(c1ccccc1)c1cc(-c2ccc([NH3])c(C(=C)c3ccccc3)c2)ccc1N,C=C(c1ccccc1)c1cc(-c2ccc([NH3])c(C(=C)c3ccccc3)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C(CC3CCCC3)=C2)C=C1CC1CCCC1,N=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCCC3)=C2)C=C1CC1CCCC1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(CC3CCCC3)=C2)C=C1CC1CCCC1,N=C1C=C[C](C2=CC=C(N)C(CC3CCCC3)=C2)C=C1CC1CCCC1,NC1=CC=C([C]2C=CC(=[NH2])C(CC3CCCC3)=C2)C=C1CC1CCCC1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(CC3CCCC3)=C2)C=C1CC1CCCC1,Nc1ccc(-c2ccc(N)c(CC3CCCC3)c2)cc1CC1CCCC1,Nc1ccc(-c2ccc([NH3])c(CC3CCCC3)c2)cc1CC1CCCC1,[NH3]c1ccc(-c2ccc([NH3])c(CC3CCCC3)c2)cc1CC1CCCC1
C=CC1=CC(=C2C=C(C=C)C(=N)C=C2F)C(F)=CC1=N,C=CC1=CC(=C2C=C(C=C)C(=[NH2+])C=C2F)C(F)=CC1=N,C=CC1=CC(=C2C=C(C=C)C(=[NH2+])C=C2F)C(F)=CC1=[NH2+],C=CC1=C[C](C2=CC(C=C)=C(N)C=C2F)C(F)=CC1=N,C=CC1=C[C](C2=CC(C=C)=C(N)C=C2F)C(F)=CC1=[NH2],C=CC1=C[C](C2=CC(C=C)=C([NH3])C=C2F)C(F)=CC1=[NH2],C=Cc1cc(-c2cc(C=C)c(N)cc2F)c(F)cc1N,C=Cc1cc(-c2cc(C=C)c([NH3])cc2F)c(F)cc1N,C=Cc1cc(-c2cc(C=C)c([NH3])cc2F)c(F)cc1[NH3]
N=C1C=C(N)C(=C2C(N)=CC(=N)C(F)=C2F)C(F)=C1F,N=C1C=C(N)C(=C2C(N)=CC(=[NH2+])C(F)=C2F)C(F)=C1F,NC1=CC(=[NH2+])C(F)=C(F)C1=C1C(N)=CC(=[NH2+])C(F)=C1F,N=C1C=C(N)[C](C2=C(N)C=C(N)C(F)=C2F)C(F)=C1F,NC1=CC(=[NH2])C(F)=C(F)[C]1C1=C(N)C=C(N)C(F)=C1F,NC1=CC(=[NH2])C(F)=C(F)[C]1C1=C(N)C=C([NH3])C(F)=C1F,Nc1cc(N)c(-c2c(N)cc(N)c(F)c2F)c(F)c1F,Nc1cc(N)c(-c2c(N)cc([NH3])c(F)c2F)c(F)c1F,Nc1cc([NH3])c(F)c(F)c1-c1c(N)cc([NH3])c(F)c1F
N=C1C=C(F)C(=C2C(F)=CC(=N)C(F)=C2F)C(F)=C1F,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(F)=C2F)C(F)=C1F,[NH2+]=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(F)=C2F)C(F)=C1F,N=C1C=C(F)[C](C2=C(F)C=C(N)C(F)=C2F)C(F)=C1F,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C(F)=C2F)C(F)=C1F,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C(F)=C2F)C(F)=C1F,Nc1cc(F)c(-c2c(F)cc(N)c(F)c2F)c(F)c1F,Nc1cc(F)c(-c2c(F)cc([NH3])c(F)c2F)c(F)c1F,[NH3]c1cc(F)c(-c2c(F)cc([NH3])c(F)c2F)c(F)c1F
N=C1C=CC(=C2C=CC(=N)C(SS)=C2)C=C1SS,N=C1C=CC(=C2C=CC(=[NH2+])C(SS)=C2)C=C1SS,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(SS)=C2)C=C1SS,N=C1C=C[C](C2=CC=C(N)C(SS)=C2)C=C1SS,NC1=CC=C([C]2C=CC(=[NH2])C(SS)=C2)C=C1SS,[NH2]=C1C=C[C](C2=CC=C([NH3])C(SS)=C2)C=C1SS,Nc1ccc(-c2ccc(N)c(SS)c2)cc1SS,Nc1ccc(-c2ccc([NH3])c(SS)c2)cc1SS,[NH3]c1ccc(-c2ccc([NH3])c(SS)c2)cc1SS
CN=NC1=CC(=C2C=C(Br)C(=N)C(N=NC)=C2)C=C(Br)C1=N,CN=NC1=CC(=C2C=C(Br)C(=[NH2+])C(N=NC)=C2)C=C(Br)C1=N,CN=NC1=CC(=C2C=C(Br)C(=[NH2+])C(N=NC)=C2)C=C(Br)C1=[NH2+],CN=NC1=C[C](C2=CC(Br)=C(N)C(N=NC)=C2)C=C(Br)C1=N,CN=NC1=C[C](C2=CC(Br)=C(N)C(N=NC)=C2)C=C(Br)C1=[NH2],CN=NC1=C[C](C2=CC(Br)=C([NH3])C(N=NC)=C2)C=C(Br)C1=[NH2],CN=Nc1cc(-c2cc(Br)c(N)c(N=NC)c2)cc(Br)c1N,CN=Nc1cc(-c2cc(Br)c([NH3])c(N=NC)c2)cc(Br)c1N,CN=Nc1cc(-c2cc(Br)c([NH3])c(N=NC)c2)cc(Br)c1[NH3]
N=C1C=CC(=C2C=CC(=N)C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,N=C1C=CC(=C2C=CC(=[NH2+])C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,N=C1C=C[C](C2=CC=C(N)C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,NC1=CC=C([C]2C=CC(=[NH2])C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C(F)(F)F)=C2F)C(F)=C1C(F)(F)F,Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2F)c(F)c1C(F)(F)F,Nc1ccc(-c2ccc([NH3])c(C(F)(F)F)c2F)c(F)c1C(F)(F)F,[NH3]c1ccc(-c2ccc([NH3])c(C(F)(F)F)c2F)c(F)c1C(F)(F)F
CCNS(=O)(=O)NC1=CC(=N)C=CC1=C1C=CC(=N)C=C1NS(=O)(=O)NCC,CCNS(=O)(=O)NC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1NS(=O)(=O)NCC,CCNS(=O)(=O)NC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1NS(=O)(=O)NCC,CCNS(=O)(=O)NC1=CC(=N)C=C[C]1C1=C(NS(=O)(=O)NCC)C=C(N)C=C1,CCNS(=O)(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(=O)(=O)NCC)C=C(N)C=C1,CCNS(=O)(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(=O)(=O)NCC)C=C([NH3])C=C1,CCNS(=O)(=O)Nc1cc(N)ccc1-c1ccc(N)cc1NS(=O)(=O)NCC,CCNS(=O)(=O)Nc1cc(N)ccc1-c1ccc([NH3])cc1NS(=O)(=O)NCC,CCNS(=O)(=O)Nc1cc([NH3])ccc1-c1ccc([NH3])cc1NS(=O)(=O)NCC
N=C1C=CC(=C2C=CC(=N)C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,N=C1C=C[C](C2=CC=C(N)C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,Nc1ccc(-c2ccc(N)cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1,Nc1ccc(-c2ccc([NH3])cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1,[NH3]c1ccc(-c2ccc([NH3])cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1
CS(=O)NC1=CC(=N)C=CC1=C1C=CC(=N)C=C1NS(C)=O,CS(=O)NC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1NS(C)=O,CS(=O)NC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1NS(C)=O,CS(=O)NC1=CC(=N)C=C[C]1C1=C(NS(C)=O)C=C(N)C=C1,CS(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(C)=O)C=C(N)C=C1,CS(=O)NC1=CC(=[NH2])C=C[C]1C1=C(NS(C)=O)C=C([NH3])C=C1,CS(=O)Nc1cc(N)ccc1-c1ccc(N)cc1NS(C)=O,CS(=O)Nc1cc(N)ccc1-c1ccc([NH3])cc1NS(C)=O,CS(=O)Nc1cc([NH3])ccc1-c1ccc([NH3])cc1NS(C)=O
N=C1C=CC(=C2C=CC(=N)C([S-])=C2)C=C1[S-],N=C1C=CC(=C2C=CC(=[NH2+])C([S-])=C2)C=C1[S-],[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C([S-])=C2)C=C1[S-],N=C1C=C[C](C2=CC=C(N)C([S-])=C2)C=C1[S-],NC1=CC=C([C]2C=CC(=[NH2])C([S-])=C2)C=C1[S-],[NH2]=C1C=C[C](C2=CC=C([NH3])C([S-])=C2)C=C1[S-],Nc1ccc(-c2ccc(N)c([S-])c2)cc1[S-],Nc1ccc(-c2ccc([NH3])c([S-])c2)cc1[S-],[NH3]c1ccc(-c2ccc([NH3])c([S-])c2)cc1[S-]
N=C1C=CC(=C2C=CC(=N)C=C2CCCBr)C(CCCBr)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2CCCBr)C(CCCBr)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2CCCBr)C(CCCBr)=C1,N=C1C=C[C](C2=CC=C(N)C=C2CCCBr)C(CCCBr)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2CCCBr)C(CCCBr)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2CCCBr)C(CCCBr)=C1,Nc1ccc(-c2ccc(N)cc2CCCBr)c(CCCBr)c1,Nc1ccc(-c2ccc([NH3])cc2CCCBr)c(CCCBr)c1,[NH3]c1ccc(-c2ccc([NH3])cc2CCCBr)c(CCCBr)c1
C[Si](C)(C)C1=CC(=N)C=CC1=C1C=CC(=N)C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=N)C=C[C]1C1=C([Si](C)(C)C)C=C(N)C=C1,C[Si](C)(C)C1=CC(=[NH2])C=C[C]1C1=C([Si](C)(C)C)C=C(N)C=C1,C[Si](C)(C)C1=CC(=[NH2])C=C[C]1C1=C([Si](C)(C)C)C=C([NH3])C=C1,C[Si](C)(C)c1cc(N)ccc1-c1ccc(N)cc1[Si](C)(C)C,C[Si](C)(C)c1cc(N)ccc1-c1ccc([NH3])cc1[Si](C)(C)C,C[Si](C)(C)c1cc([NH3])ccc1-c1ccc([NH3])cc1[Si](C)(C)C
N=C1C=C(Br)C(=C2C=C(N)C(=N)C=C2I)C=C1N,N=C1C=C(I)C(=C2C=C(N)C(=[NH2+])C=C2Br)C=C1N,NC1=CC(=C2C=C(N)C(=[NH2+])C=C2I)C(Br)=CC1=[NH2+],N=C1C=C(I)[C](C2=C(Br)C=C(N)C(N)=C2)C=C1N,NC1=C[C](C2=C(Br)C=C(N)C(N)=C2)C(I)=CC1=[NH2],NC1=C[C](C2=C(Br)C=C([NH3])C(N)=C2)C(I)=CC1=[NH2],Nc1cc(Br)c(-c2cc(N)c(N)cc2I)cc1N,Nc1cc(I)c(-c2cc(N)c([NH3])cc2Br)cc1N,Nc1cc(-c2cc(N)c([NH3])cc2I)c(Br)cc1[NH3]
N=C1C=C(I)C(=C2C=C(N)C(=N)C=C2I)C=C1N,N=C1C=C(I)C(=C2C=C(N)C(=[NH2+])C=C2I)C=C1N,NC1=CC(=C2C=C(N)C(=[NH2+])C=C2I)C(I)=CC1=[NH2+],N=C1C=C(I)[C](C2=C(I)C=C(N)C(N)=C2)C=C1N,NC1=C[C](C2=C(I)C=C(N)C(N)=C2)C(I)=CC1=[NH2],NC1=C[C](C2=C(I)C=C([NH3])C(N)=C2)C(I)=CC1=[NH2],Nc1cc(I)c(-c2cc(N)c(N)cc2I)cc1N,Nc1cc(I)c(-c2cc(N)c([NH3])cc2I)cc1N,Nc1cc(-c2cc(N)c([NH3])cc2I)c(I)cc1[NH3]
N=C1C=CC(=C2C=CC(=N)C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,N=C1C=CC(=C2C=CC(=[NH2+])C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,N=C1C=C[C](C2=CC=C(N)C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,NC1=CC=C([C]2C=CC(=[NH2])C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(SC(F)(F)F)=C2)C=C1SC(F)(F)F,Nc1ccc(-c2ccc(N)c(SC(F)(F)F)c2)cc1SC(F)(F)F,Nc1ccc(-c2ccc([NH3])c(SC(F)(F)F)c2)cc1SC(F)(F)F,[NH3]c1ccc(-c2ccc([NH3])c(SC(F)(F)F)c2)cc1SC(F)(F)F
N=C1C=CC(=C2C=CC(=N)C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,N=C1C=C[C](C2=CC=C(N)C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2C#CC(F)(F)F)C(C#CC(F)(F)F)=C1,Nc1ccc(-c2ccc(N)cc2C#CC(F)(F)F)c(C#CC(F)(F)F)c1,Nc1ccc(-c2ccc([NH3])cc2C#CC(F)(F)F)c(C#CC(F)(F)F)c1,[NH3]c1ccc(-c2ccc([NH3])cc2C#CC(F)(F)F)c(C#CC(F)(F)F)c1
CC1(C)OB(C2=CC(=C3C=CC(=N)C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=N)OC1(C)C,CC1(C)OB(C2=CC(=C3C=CC(=[NH2+])C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=N)OC1(C)C,CC1(C)OB(C2=CC(=C3C=CC(=[NH2+])C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=[NH2+])OC1(C)C,CC1(C)OB(C2=C[C](C3=CC=C(N)C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=N)OC1(C)C,CC1(C)OB(C2=C[C](C3=CC=C(N)C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=[NH2])OC1(C)C,CC1(C)OB(C2=C[C](C3=CC=C([NH3])C(B4OC(C)(C)C(C)(C)O4)=C3)C=CC2=[NH2])OC1(C)C,CC1(C)OB(c2cc(-c3ccc(N)c(B4OC(C)(C)C(C)(C)O4)c3)ccc2N)OC1(C)C,CC1(C)OB(c2cc(-c3ccc([NH3])c(B4OC(C)(C)C(C)(C)O4)c3)ccc2N)OC1(C)C,CC1(C)OB(c2cc(-c3ccc([NH3])c(B4OC(C)(C)C(C)(C)O4)c3)ccc2[NH3])OC1(C)C
